Portal,Organization,Wikidata URI,DBpedia URI
bristol_azure-westeurope-prod_socrata_com,Tina Harris,http://www.wikidata.org/entity/Q691800,http://dbpedia.org/resource/Tina_Harris
bristol_azure-westeurope-prod_socrata_com,TobyMeyjes,,
bristol_azure-westeurope-prod_socrata_com,Trussell Trust,,
bristol_azure-westeurope-prod_socrata_com,,,
bronx_lehman_cuny_edu,311,http://www.wikidata.org/entity/Q30862,http://dbpedia.org/resource/311_(band)
bronx_lehman_cuny_edu,"311, DoITT",,
bronx_lehman_cuny_edu,Administration for Children's Services (ACS),,
bronx_lehman_cuny_edu,"Amanda Dubois, Director, Office of Community Engagement and New Student Programs, Lehman College",,
bronx_lehman_cuny_edu,American Community Survey,http://www.wikidata.org/entity/Q463769,http://dbpedia.org/resource/American_Community_Survey
bronx_lehman_cuny_edu,American Facrt Finder,,
bronx_lehman_cuny_edu,American Fact Finder,,
bronx_lehman_cuny_edu,American Fact Finder/Census.gov,,
bronx_lehman_cuny_edu,Board of Elections (BOENY),,
bronx_lehman_cuny_edu,Broadway Theater,http://www.wikidata.org/entity/Q42385335,http://dbpedia.org/resource/Broadway_theater
bronx_lehman_cuny_edu,bryantlau,,
bronx_lehman_cuny_edu,Business Integrity Commission,http://www.wikidata.org/entity/Q28186752,
bronx_lehman_cuny_edu,Business Integrity Commission (BIC),,
bronx_lehman_cuny_edu,Bytes of the Big Apple,,
bronx_lehman_cuny_edu,Campaign Finance Board (CFB),,
bronx_lehman_cuny_edu,Census.gov,,http://dbpedia.org/resource/United_States_Census
bronx_lehman_cuny_edu,Chocoflow,,
bronx_lehman_cuny_edu,City Council (NYCC),,
bronx_lehman_cuny_edu,Civilian Complaint Review Board,http://www.wikidata.org/entity/Q2974880,http://dbpedia.org/resource/Civilian_Complaint_Review_Board
bronx_lehman_cuny_edu,Civilian Complaint Review Board (CCRB),,
bronx_lehman_cuny_edu,Clare Zimmerman,,
bronx_lehman_cuny_edu,Commission on Women's Issues (CWI),,
bronx_lehman_cuny_edu,cpbride,,
bronx_lehman_cuny_edu,data.cityofnewyork,,
bronx_lehman_cuny_edu,data.cityofnewyork.us,,
bronx_lehman_cuny_edu,data.gov,http://www.wikidata.org/entity/Q5227102,http://dbpedia.org/resource/Data.gov.uk
bronx_lehman_cuny_edu,Data.gov,http://www.wikidata.org/entity/Q5227102,http://dbpedia.org/resource/Data.gov.uk
bronx_lehman_cuny_edu,David Stevens,http://www.wikidata.org/entity/Q60036023,http://dbpedia.org/resource/David_Stevenson_(engineer)
bronx_lehman_cuny_edu,Deep Dhillon,http://www.wikidata.org/entity/Q5250154,
bronx_lehman_cuny_edu,Department for the Aging (DFTA),,
bronx_lehman_cuny_edu,Department of Buildings (DOB),,
bronx_lehman_cuny_edu,Department of City Planning (DCP),,
bronx_lehman_cuny_edu,Department of Citywide Administrative Services (DCAS),,
bronx_lehman_cuny_edu,Department of Consumer Affairs (DCA),,
bronx_lehman_cuny_edu,Department of Correction (DOC),,
bronx_lehman_cuny_edu,Department of Cultural Affairs (DCLA),,
bronx_lehman_cuny_edu,Department of Design and Construction (DDC),,
bronx_lehman_cuny_edu,Department of Education,http://www.wikidata.org/entity/Q861556,http://dbpedia.org/resource/United_States_Department_of_Education
bronx_lehman_cuny_edu,Department of Education (DOE),,
bronx_lehman_cuny_edu,Department of Environmental Protection (DEP),,
bronx_lehman_cuny_edu,Department of Finance (DOF),,
bronx_lehman_cuny_edu,Department of Health and Mental Hygiene,http://www.wikidata.org/entity/Q49430527,http://dbpedia.org/resource/New_York_City_Department_of_Health_and_Mental_Hygiene
bronx_lehman_cuny_edu,Department of Health and Mental Hygiene (DOHMH),,
bronx_lehman_cuny_edu,Department of Homeless Services (DHS),,
bronx_lehman_cuny_edu,Department of Housing Preservation and Development (HPD),,
bronx_lehman_cuny_edu,Department of Housing Preservation & Development (HPD),,
bronx_lehman_cuny_edu,Department of Information Technology and Telecommunications (DoITT),,
bronx_lehman_cuny_edu,Department of Information Technology and Telecommunications (DOITT),,
bronx_lehman_cuny_edu,Department of Information Technology & Telecommunications (DoITT),http://www.wikidata.org/entity/Q16956017,
bronx_lehman_cuny_edu,Department of Information Technology & Telecommunications (DOITT),http://www.wikidata.org/entity/Q16956017,
bronx_lehman_cuny_edu,Department of Investigation (DOI),,
bronx_lehman_cuny_edu,Department of Mental Health and Hygeine,,
bronx_lehman_cuny_edu,Department of Parks and Recreation,http://www.wikidata.org/entity/Q7101287,http://dbpedia.org/resource/New_York_City_Department_of_Parks_and_Recreation
bronx_lehman_cuny_edu,Department of Parks and Recreation (DPR),,
bronx_lehman_cuny_edu,Department of Probation (DOP),,
bronx_lehman_cuny_edu,Department of Sanitation (DSNY),,
bronx_lehman_cuny_edu,Department of Small Business Services,,
bronx_lehman_cuny_edu,Department of Small Business Services (SBS),,
bronx_lehman_cuny_edu,"Department of Social Work, Lehman College CUNY",,
bronx_lehman_cuny_edu,Department of Transportation -  DOT,,http://dbpedia.org/resource/United_States_Department_of_Transportation
bronx_lehman_cuny_edu,Department of Transportation (DOT),http://www.wikidata.org/entity/Q74695546,http://dbpedia.org/resource/United_States_Department_of_Transportation
bronx_lehman_cuny_edu,Department of Youth and Community Development (DYCD),,
bronx_lehman_cuny_edu,DOT,http://www.wikidata.org/entity/Q172008,http://dbpedia.org/resource/.NET_Framework
bronx_lehman_cuny_edu,Downtown Alliance,,
bronx_lehman_cuny_edu,Economic Development Corporation (EDC),,
bronx_lehman_cuny_edu,Elkin,http://www.wikidata.org/entity/Q2030863,"http://dbpedia.org/resource/Elkins,_West_Virginia"
bronx_lehman_cuny_edu,Elkin Urrea,,
bronx_lehman_cuny_edu,Environmental Protection Agency,http://www.wikidata.org/entity/Q460173,http://dbpedia.org/resource/United_States_Environmental_Protection_Agency
bronx_lehman_cuny_edu,EPA.gov,,
bronx_lehman_cuny_edu,Epiquery,,
bronx_lehman_cuny_edu,Fire Department New York City,http://www.wikidata.org/entity/Q283207,
bronx_lehman_cuny_edu,Fire Department of New York City (FDNY),,
bronx_lehman_cuny_edu,Fulton Mall Improvement Association,,
bronx_lehman_cuny_edu,Gerlando Termini,,
bronx_lehman_cuny_edu,gfigueiredo,,
bronx_lehman_cuny_edu,Grand Street BID,,
bronx_lehman_cuny_edu,Gustavo Zanovello,,
bronx_lehman_cuny_edu,Health and Hospitals Corporation (HHC),,
bronx_lehman_cuny_edu,HHS Accelerator,,
bronx_lehman_cuny_edu,Holly,http://www.wikidata.org/entity/Q117085,http://dbpedia.org/resource/Hollywood
bronx_lehman_cuny_edu,http://factfinder2.census.gov,,
bronx_lehman_cuny_edu,http://factfinder2.census.gov/,,
bronx_lehman_cuny_edu,http://gis.ny.gov,,
bronx_lehman_cuny_edu,http://schools.nyc.gov/Accountability/data/TestResults/default.htm,,
bronx_lehman_cuny_edu,http://schools.nyc.gov/Accountability/tools/report/default.htm#FindPR,,
bronx_lehman_cuny_edu,http://sedac.ciesin.columbia.edu/geonetwork/srv/en/cu-gis_metadata.show?id=3603&currTab=advanced,,
bronx_lehman_cuny_edu,https://nycopendata.socrata.com,,
bronx_lehman_cuny_edu,http://spatialityblog.com,,
bronx_lehman_cuny_edu,http://www.nyc.gov/,,
bronx_lehman_cuny_edu,http://www.nyc.gov/html/dot/html/about/datafeeds.shtml#Bikes,,
bronx_lehman_cuny_edu,http://www.nyc.gov/html/nypd/html/traffic_reports/traffic_report_archive_2013.shtml,,
bronx_lehman_cuny_edu,Human Resource Administration (HRA),,
bronx_lehman_cuny_edu,Human Resources Administration (HRA),,
bronx_lehman_cuny_edu,Ifeanyi,http://www.wikidata.org/entity/Q15819886,http://dbpedia.org/resource/Ifeanyi_Emeghara
bronx_lehman_cuny_edu,Infoshare.ord,,
bronx_lehman_cuny_edu,infoshare.org,,
bronx_lehman_cuny_edu,Infoshare.org,,
bronx_lehman_cuny_edu,itscpaz,,
bronx_lehman_cuny_edu,"Jenness, J. 2012. Repeating shapes for ArcGIS. Jenness Enterprises.",,
bronx_lehman_cuny_edu,jklouse,,
bronx_lehman_cuny_edu,jmannion,,
bronx_lehman_cuny_edu,John Dono,http://www.wikidata.org/entity/Q30505605,http://dbpedia.org/resource/John_J._Donohue_III
bronx_lehman_cuny_edu,Jonathan Campos,,
bronx_lehman_cuny_edu,Jonathan Concepcion,,
bronx_lehman_cuny_edu,Landmarks Preservation Commission (LPC),,
bronx_lehman_cuny_edu,Latin Media & Entertainment Commission (LMEC),,
bronx_lehman_cuny_edu,Law Department (LAW),,
bronx_lehman_cuny_edu,Lehman College Community Connect,,
bronx_lehman_cuny_edu,Lehman College Geography Department,,
bronx_lehman_cuny_edu,Lehman COllege Geography Department,,
bronx_lehman_cuny_edu,Lehman College Geography Dept,,
bronx_lehman_cuny_edu,Lilia Gutnik,,
bronx_lehman_cuny_edu,Manhattan Borough President (MBP),,
bronx_lehman_cuny_edu,mariakatosvich,,
bronx_lehman_cuny_edu,Mayor’s Office for Economic Opportunity,,
bronx_lehman_cuny_edu,Mayor's Office of Climate Policy and Programs,,
bronx_lehman_cuny_edu,Mayor's Office of Data Analytics (MODA),,
bronx_lehman_cuny_edu,Mayor's Office of Long Term Planning and Sustainability,,
bronx_lehman_cuny_edu,Mayor’s Office of Management & Budget (OMB),,
bronx_lehman_cuny_edu,Mayor’s Office of Media and Entertainment (MOME),,
bronx_lehman_cuny_edu,Mayor's Office of Media And Entertainment (MOME),,
bronx_lehman_cuny_edu,Mayor's Office of Operations (Ops),,
bronx_lehman_cuny_edu,Mayor's Office of Operations (OPS),,
bronx_lehman_cuny_edu,Mayor’s Office of Operations (OPS),,
bronx_lehman_cuny_edu,Mayor's Office of Sustainability (MOS),,
bronx_lehman_cuny_edu,Mayor’s Office of Sustainability (MOS),,
bronx_lehman_cuny_edu,Mayor's Office of Technical Innovation,,
bronx_lehman_cuny_edu,Megan Schneider,,
bronx_lehman_cuny_edu,Metropolitan Transportation Authority (MTA),,http://dbpedia.org/resource/Metropolitan_Transportation_Authority_(New_York)
bronx_lehman_cuny_edu,mta.info,,
bronx_lehman_cuny_edu,MTA.info,,
bronx_lehman_cuny_edu,"National Register of Historic Places listings in Bronx County, New York",http://www.wikidata.org/entity/Q6975498,"http://dbpedia.org/resource/National_Register_of_Historic_Places_listings_in_Bronx_County,_New_York"
bronx_lehman_cuny_edu,New York City Council (NYCC),,
bronx_lehman_cuny_edu,New York City Housing Authority (NYCHA),,
bronx_lehman_cuny_edu,New York City Tax Commission (TAXCOMM),,
bronx_lehman_cuny_edu,New York Police Department,http://www.wikidata.org/entity/Q4596012,http://dbpedia.org/resource/New_York_City_Police_Department
bronx_lehman_cuny_edu,New York Public Library (NYPL),,
bronx_lehman_cuny_edu,New York State Department of Environmental Conservation,http://www.wikidata.org/entity/Q3339061,http://dbpedia.org/resource/New_York_State_Department_of_Environmental_Conservation
bronx_lehman_cuny_edu,New York State Dept of Transportation,,
bronx_lehman_cuny_edu,NYC 311,,
bronx_lehman_cuny_edu,NYC Department of Education,,http://dbpedia.org/resource/New_York_City_Department_of_Education
bronx_lehman_cuny_edu,NYC Departmernt of Education,,
bronx_lehman_cuny_edu,NYC Dept. of Education,,
bronx_lehman_cuny_edu,NYC EDC,,
bronx_lehman_cuny_edu,NYC GIS Clearinghouse,,
bronx_lehman_cuny_edu,nyc.gov,,
bronx_lehman_cuny_edu,NYC.gov,,
bronx_lehman_cuny_edu,NYC Independent Budget Office (IBO),,
bronx_lehman_cuny_edu,NYC MTA,,
bronx_lehman_cuny_edu,NYC open Data,,
bronx_lehman_cuny_edu,NYC OpenData,,
bronx_lehman_cuny_edu,NYC Open Data,,
bronx_lehman_cuny_edu,NYCOpen Data,,
bronx_lehman_cuny_edu,NYC OPen Data,,
bronx_lehman_cuny_edu,NYC School Construction Authority (SCA),,
bronx_lehman_cuny_edu,NYC Service (NYCSERVICE),,
bronx_lehman_cuny_edu,NYPD,http://www.wikidata.org/entity/Q328473,http://dbpedia.org/resource/New_York_City_Police_Department
bronx_lehman_cuny_edu,NYPD/NYC.com,,
bronx_lehman_cuny_edu,NYPD/NYC.gov,,
bronx_lehman_cuny_edu,NYS GIS Clearinghouse,,
bronx_lehman_cuny_edu,NYS OpenData,,
bronx_lehman_cuny_edu,NY State Department of Transportation,,
bronx_lehman_cuny_edu,NY State Dept of Health,,
bronx_lehman_cuny_edu,NY State Dept. of Health,,
bronx_lehman_cuny_edu,NY State GIS Clearinghouse,,
bronx_lehman_cuny_edu,Office of Administrative Trials and Hearings (OATH),,
bronx_lehman_cuny_edu,Office of Citywide Event Coordination and Management (CECM),,
bronx_lehman_cuny_edu,Office of Emergency Management (OEM),,
bronx_lehman_cuny_edu,"Office of Film, Theatre, and Broadcasting (FILM)",,
bronx_lehman_cuny_edu,Office of Payroll Administration (OPA),,
bronx_lehman_cuny_edu,Office of the Mayor (OTM),,
bronx_lehman_cuny_edu,Police Department (NYPD),,
bronx_lehman_cuny_edu,rasun.williams,,
bronx_lehman_cuny_edu,Ronald.i,,
bronx_lehman_cuny_edu,rosasdulce29,,
bronx_lehman_cuny_edu,Sammie2709,,
bronx_lehman_cuny_edu,saulo,http://www.wikidata.org/entity/Q19308506,http://dbpedia.org/resource/Saulo_Ribeiro
bronx_lehman_cuny_edu,School Construction Authority (SCA),,
bronx_lehman_cuny_edu,"School of Education Institutes and Centers, Lehman College",,
bronx_lehman_cuny_edu,spatiality.blog,,
bronx_lehman_cuny_edu,stummee,,
bronx_lehman_cuny_edu,Superquestion64,,
bronx_lehman_cuny_edu,Taxi and Limousine Commision,,
bronx_lehman_cuny_edu,Taxi and Limousine  Commission (TLC),,
bronx_lehman_cuny_edu,Taxi and Limousine Commission (TLC),,
bronx_lehman_cuny_edu,thisisanameforsure,,
bronx_lehman_cuny_edu,Times Square Alliance (TSA),,
bronx_lehman_cuny_edu,Union Square Partnership (USP),,
bronx_lehman_cuny_edu,US Census,http://www.wikidata.org/entity/Q1345528,http://dbpedia.org/resource/United_States_Census_Bureau
bronx_lehman_cuny_edu,US Census Burea,http://www.wikidata.org/entity/Q637413,http://dbpedia.org/resource/United_States_Census_Bureau
bronx_lehman_cuny_edu,US Census Bureau,http://www.wikidata.org/entity/Q637413,http://dbpedia.org/resource/United_States_Census_Bureau
bronx_lehman_cuny_edu,"U.S. Census Bureau, 2007-2011 American Community Survey",,
bronx_lehman_cuny_edu,WNYC,http://www.wikidata.org/entity/Q1551068,http://dbpedia.org/resource/WNYC
bronx_lehman_cuny_edu,www.infoshare.org,,
bronx_lehman_cuny_edu,www.NYC.gov,,
bronx_lehman_cuny_edu,www.nyc.gov/nypd,,
bronx_lehman_cuny_edu,,,
bythenumbers_sco_ca_gov,California State Controler's Office,,
bythenumbers_sco_ca_gov,California State Controller's Office,,
bythenumbers_sco_ca_gov,James Chuang,http://www.wikidata.org/entity/Q61165407,
bythenumbers_sco_ca_gov,Jamie Shell,,
bythenumbers_sco_ca_gov,Jason Montiel,,
bythenumbers_sco_ca_gov,Matthew,http://www.wikidata.org/entity/Q43600,http://dbpedia.org/resource/Gospel_of_Matthew
bythenumbers_sco_ca_gov,Meredith Slota,http://www.wikidata.org/entity/Q56074230,
bythenumbers_sco_ca_gov,Raymond Tse,,
bythenumbers_sco_ca_gov,,,
catalogodatos_gub_uy,ACCE,http://www.wikidata.org/entity/Q27873281,http://dbpedia.org/resource/German_reunification
catalogodatos_gub_uy,AGESIC,http://www.wikidata.org/entity/Q5653620,http://dbpedia.org/resource/Agasicles
catalogodatos_gub_uy,AGEV,http://www.wikidata.org/entity/Q12269898,http://dbpedia.org/resource/Ageville
catalogodatos_gub_uy,Centro de Extensionismo Industrial.,,
catalogodatos_gub_uy,Correo Uruguayo,http://www.wikidata.org/entity/Q5172888,http://dbpedia.org/resource/Correo_Uruguayo
catalogodatos_gub_uy,Corte Electoral,http://www.wikidata.org/entity/Q1135527,
catalogodatos_gub_uy,Creative Commons Uruguay,http://www.wikidata.org/entity/Q22972975,
catalogodatos_gub_uy,DATA,http://www.wikidata.org/entity/Q42848,http://dbpedia.org/resource/Database
catalogodatos_gub_uy,Defensa del Consumidor,http://www.wikidata.org/entity/Q664183,
catalogodatos_gub_uy,DINACIA,,http://dbpedia.org/resource/National_Civil_Aviation_and_Aviation_Infrastructure_Direction
catalogodatos_gub_uy,Dirección Nacional de Catastro,,
catalogodatos_gub_uy,Dirección Nacional de Transporte,http://www.wikidata.org/entity/Q10701323,
catalogodatos_gub_uy,Facultad de Psicología,http://www.wikidata.org/entity/Q5855133,
catalogodatos_gub_uy,Fondo Nacional de Recursos,http://www.wikidata.org/entity/Q5863572,
catalogodatos_gub_uy,IDE,http://www.wikidata.org/entity/Q13741,http://dbpedia.org/resource/Race_(human_classification)
catalogodatos_gub_uy,INE,http://www.wikidata.org/entity/Q845937,http://dbpedia.org/resource/Alcoholism
catalogodatos_gub_uy,Instituto Nacional de Colonización,http://www.wikidata.org/entity/Q4887624,http://dbpedia.org/resource/Instituto_Nacional_de_Colonización
catalogodatos_gub_uy,Intendencia de Durazno,,
catalogodatos_gub_uy,Intendencia de Montevideo,http://www.wikidata.org/entity/Q5918649,
catalogodatos_gub_uy,Intendencia de Paysandú,,
catalogodatos_gub_uy,Junta Departamental de Florida,,
catalogodatos_gub_uy,La diaria,http://www.wikidata.org/entity/Q1292957,
catalogodatos_gub_uy,MGAP,http://www.wikidata.org/entity/Q64055627,
catalogodatos_gub_uy,MIDES - DINEM,,
catalogodatos_gub_uy,MIEM,http://www.wikidata.org/entity/Q6716018,http://dbpedia.org/resource/Mieminger_Chain
catalogodatos_gub_uy,Ministerio del Interior,http://www.wikidata.org/entity/Q3113889,http://dbpedia.org/resource/Ministry_of_the_Interior_and_Justice_(Colombia)
catalogodatos_gub_uy,Ministerio de Salud Publica,http://www.wikidata.org/entity/Q74527518,
